age,education,familySize,typeOfHousing,houseOwnership,householdAnnualIncome,ageOfBuilding,freqOfMoving,ageOfCustomerAccountInDays,avgDailyUsage,lateFeePayments,AvgComplaintsRaised,AvgComplaintsResolved,modeOfPayment,typeOfPlanI,typeOfPlanII,Target
39,High,Medium,1BHK-Apt,Owned,Medium,20-30yrs,4,1-2yrs,2.8500038094,1,0,1,SD,Variable,Variable,No
28,medium,Medium,3BHK-Apt,Owned,Low,10-20yrs,1,2-5yrs,5.2813868884,0,7,6,PPM,Fixed,Fixed,No
38,low,Small,3BHK-Apt,Owned,Medium,<10yrs,2,1-2yrs,4.4600050256,1,7,1,SD,Variable,Variable,No
28,High,Small,2BHK-Apt,Owned,Medium,20-30yrs,3,2-5yrs,12.2777480528,1,10,3,PPM,Variable,Variable,No
35,High,Large,2BHK-Apt,Owned,Low,<10yrs,10,<1yr,0.9609642184,1,6,4,Others,Fixed,Fixed,No
42,High,Small,3BHK-Apt,Rented,Medium,10-20yrs,5,2-5yrs,1.9191887484,0,0,1,Others,Fixed,Fixed,No
50,medium,Large,3BHK-Apt,Owned,High,20-30yrs,1,1-2yrs,9.0690929395,0,10,5,DD,Fixed,Fixed,No
41,low,Medium,5BHK-House,Rented,High,10-20yrs,1,<1yr,3.055482401,2,5,4,SD,Variable,Variable,No
47,medium,Small,5BHK-House,Owned,Low,20-30yrs,2,1-2yrs,3.4576983125,0,6,5,DD,Variable,Variable,No
33,High,Small,1BHK-Apt,Owned,Medium,<10yrs,6,2-5yrs,13.0218234296,1,7,2,PPM,Fixed,Fixed,No
39,medium,Small,3BHK-Apt,Owned,Low,20-30yrs,1,2-5yrs,2.727401015,3,6,4,PPM,Variable,Variable,No
38,low,Medium,3BHK-Apt,Owned,Medium,20-30yrs,6,2-5yrs,2.3199007012,4,6,2,DD,Variable,Variable,No
30,High,Small,3BHK-Apt,Owned,High,10-20yrs,4,1-2yrs,7.5530641644,0,4,2,DD,Variable,Variable,Yes
44,medium,Medium,3BHK-Apt,Owned,Medium,10-20yrs,2,1-2yrs,2.625490827,3,1,0,Others,Variable,Variable,No
46,medium,Medium,3BHK-Apt,Owned,Low,10-20yrs,8,1-2yrs,3.741160954,0,8,1,PPM,Variable,Variable,Yes
49,low,Small,2BHK-Apt,Rented,High,>30yrs,1,1-2yrs,5.2358385227,1,10,8,PPM,Variable,Variable,No
48,low,Small,1BHK-Apt,Owned,Medium,10-20yrs,1,2-5yrs,4.1288322746,1,8,3,DD,Fixed,Fixed,No
38,low,Large,Mansion,Owned,High,20-30yrs,4,2-5yrs,4.2696778758,1,8,1,PPM,Fixed,Fixed,No
32,High,Large,3BHK-Apt,Rented,Low,10-20yrs,4,<1yr,1.8263123738,3,2,0,PPM,Variable,Variable,No
32,low,Small,5BHK-House,Owned,Low,<10yrs,5,>10yrs,9.6964590225,2,2,1,Others,Fixed,Fixed,No
44,High,Small,5BHK-House,Owned,High,<10yrs,5,<1yr,4.8256898729,0,4,1,DD,Fixed,Fixed,No
32,medium,Medium,5BHK-House,Owned,High,20-30yrs,6,2-5yrs,4.7374860715,2,5,0,PPM,Fixed,Fixed,No
31,low,Small,2BHK-Apt,Owned,Medium,20-30yrs,2,1-2yrs,2.5658804922,0,10,2,PPM,Fixed,Fixed,No
44,low,Small,3BHK-Apt,Owned,Low,>30yrs,5,1-2yrs,8.6859122435,2,10,5,Others,Variable,Variable,No
54,low,Medium,Mansion,Rented,Medium,20-30yrs,3,1-2yrs,0.6660274696,1,4,0,SD,Variable,Variable,Yes
51,low,Medium,1BHK-Apt,Rented,High,<10yrs,2,1-2yrs,6.5819774785,1,1,0,SD,Fixed,Fixed,No
37,medium,Small,3BHK-Apt,Rented,Medium,20-30yrs,1,<1yr,1.1955614015,1,5,4,Others,Fixed,Fixed,No
40,medium,Medium,2BHK-Apt,Owned,Medium,10-20yrs,1,<1yr,2.6520473275,3,8,5,SD,Fixed,Fixed,No
38,medium,Large,5BHK-House,Owned,Medium,20-30yrs,3,1-2yrs,2.5742301644,2,1,0,DD,Variable,Variable,No
39,medium,Medium,3BHK-Apt,Owned,Medium,20-30yrs,2,<1yr,5.4630974479,1,2,0,Others,Variable,Variable,No
30,medium,Medium,Mansion,Rented,Medium,20-30yrs,8,2-5yrs,3.2254020365,2,10,3,DD,Fixed,Fixed,No
36,low,Large,3BHK-Apt,Rented,High,>30yrs,6,<1yr,1.4010031797,0,3,0,Others,Variable,Variable,No
44,low,Medium,Mansion,Rented,Medium,20-30yrs,1,1-2yrs,2.7848791287,2,1,0,SD,Fixed,Fixed,No
37,medium,Medium,3BHK-Apt,Owned,Low,20-30yrs,6,<1yr,2.6170731706,1,5,0,DD,Variable,Variable,Yes
49,low,Large,3BHK-Apt,Owned,Medium,10-20yrs,2,2-5yrs,2.7579065952,1,1,0,Others,Fixed,Fixed,No
21,low,Medium,2BHK-Apt,Owned,Medium,10-20yrs,1,<1yr,3.1897531713,4,8,1,Others,Fixed,Fixed,No
43,low,Medium,3BHK-Apt,Rented,High,10-20yrs,8,<1yr,2.1839617552,0,4,2,SD,Fixed,Fixed,No
37,High,Medium,2BHK-Apt,Rented,Medium,20-30yrs,6,1-2yrs,3.3723958399,0,10,8,Others,Variable,Variable,No
43,High,Large,3BHK-Apt,Rented,Low,10-20yrs,5,<1yr,6.1665119138,4,10,3,DD,Fixed,Fixed,No
29,low,Large,3BHK-Apt,Rented,Low,10-20yrs,2,2-5yrs,1.8920701455,3,9,1,PPM,Fixed,Fixed,No
39,low,Medium,2BHK-Apt,Owned,Medium,>30yrs,5,2-5yrs,1.6739451879,0,2,0,Others,Variable,Variable,No
42,low,Medium,1BHK-Apt,Rented,Low,20-30yrs,1,2-5yrs,2.6395725191,0,10,5,Others,Fixed,Fixed,No
62,High,Large,2BHK-Apt,Owned,High,10-20yrs,3,1-2yrs,1.0835365781,0,10,3,PPM,Fixed,Fixed,No
28,medium,Medium,5BHK-House,Rented,Medium,20-30yrs,5,<1yr,4.1499113947,1,2,0,SD,Variable,Variable,No
40,medium,Medium,3BHK-Apt,Owned,Medium,20-30yrs,5,2-5yrs,11.5489043072,2,5,2,DD,Variable,Variable,No
30,High,Large,3BHK-Apt,Rented,Low,20-30yrs,5,>10yrs,4.7216947005,0,2,1,DD,Fixed,Fixed,No
48,low,Large,2BHK-Apt,Rented,Low,<10yrs,6,2-5yrs,3.5675243466,3,3,0,PPM,Fixed,Fixed,No
48,medium,Small,3BHK-Apt,Owned,High,10-20yrs,4,2-5yrs,12.4139166365,4,7,4,PPM,Variable,Variable,No
43,medium,Large,2BHK-Apt,Owned,Low,20-30yrs,6,2-5yrs,5.1830698785,0,4,2,DD,Variable,Variable,No
34,medium,Large,Mansion,Owned,Medium,20-30yrs,4,2-5yrs,4.1541199103,1,9,8,PPM,Fixed,Fixed,Yes
42,low,Medium,3BHK-Apt,Rented,Medium,20-30yrs,1,1-2yrs,2.7404062492,3,5,2,DD,Fixed,Fixed,No
30,low,Medium,3BHK-Apt,Rented,Medium,>30yrs,1,1-2yrs,20.2716416906,4,6,5,DD,Variable,Variable,No
34,medium,Small,5BHK-House,Owned,Medium,10-20yrs,2,2-5yrs,16.9572071055,1,4,1,SD,Fixed,Fixed,No
43,medium,Medium,3BHK-Apt,Rented,Low,10-20yrs,8,2-5yrs,7.3056613844,2,10,4,SD,Fixed,Fixed,No
50,low,Small,2BHK-Apt,Owned,Low,10-20yrs,1,1-2yrs,14.1003158369,3,2,1,PPM,Fixed,Fixed,Yes
43,medium,Medium,2BHK-Apt,Owned,High,20-30yrs,3,1-2yrs,2.7848453142,2,10,1,DD,Variable,Variable,No
37,medium,Medium,3BHK-Apt,Rented,High,10-20yrs,8,1-2yrs,6.2229516242,1,2,0,Others,Variable,Variable,No
30,medium,Small,2BHK-Apt,Rented,High,20-30yrs,2,1-2yrs,7.297347287,0,7,0,DD,Fixed,Fixed,No
51,medium,Large,3BHK-Apt,Owned,High,10-20yrs,3,2-5yrs,12.5399650652,3,0,0,SD,Fixed,Fixed,Yes
34,High,Medium,Mansion,Rented,High,<10yrs,7,1-2yrs,1.4497337755,3,4,1,SD,Fixed,Fixed,Yes
28,low,Medium,5BHK-House,Owned,Medium,20-30yrs,5,2-5yrs,5.8934069658,0,9,1,DD,Variable,Variable,No
22,High,Small,5BHK-House,Owned,Medium,20-30yrs,4,1-2yrs,10.2730704652,2,1,0,PPM,Variable,Variable,No
52,medium,Small,3BHK-Apt,Owned,Medium,10-20yrs,8,2-5yrs,1.4728777226,0,5,3,SD,Fixed,Fixed,No
41,High,Medium,1BHK-Apt,Rented,Low,20-30yrs,7,2-5yrs,1.106163168,3,7,4,Others,Fixed,Fixed,Yes
42,low,Small,3BHK-Apt,Owned,High,20-30yrs,3,1-2yrs,1.983081258,3,2,0,SD,Fixed,Fixed,No
33,medium,Large,5BHK-House,Owned,Medium,20-30yrs,4,>5yrs,6.2575036045,1,9,5,Others,Fixed,Fixed,No
38,medium,Large,2BHK-Apt,Owned,High,20-30yrs,3,1-2yrs,1.9158882124,1,3,0,SD,Fixed,Fixed,Yes
35,medium,Medium,2BHK-Apt,Owned,High,10-20yrs,1,2-5yrs,6.9579054122,2,5,1,DD,Fixed,Fixed,Yes
36,low,Medium,1BHK-Apt,Rented,Medium,<10yrs,1,1-2yrs,2.3673347937,0,8,1,PPM,Variable,Variable,No
52,medium,Medium,3BHK-Apt,Rented,High,<10yrs,3,2-5yrs,1.3458634682,2,0,1,SD,Fixed,Fixed,No
42,medium,Small,Mansion,Owned,High,20-30yrs,1,>10yrs,4.8697027257,1,6,3,DD,Variable,Variable,No
36,medium,Medium,3BHK-Apt,Owned,Medium,<10yrs,3,<1yr,0.7255825007,1,10,8,DD,Variable,Variable,Yes
46,medium,Small,2BHK-Apt,Owned,Medium,<10yrs,5,2-5yrs,12.9088111345,3,3,2,DD,Variable,Variable,No
34,medium,Large,2BHK-Apt,Owned,Medium,20-30yrs,8,1-2yrs,3.9143454495,1,10,8,Others,Variable,Variable,Yes
50,High,Medium,5BHK-House,Owned,Medium,10-20yrs,2,2-5yrs,4.6721652211,4,9,4,SD,Fixed,Fixed,No
32,medium,Medium,2BHK-Apt,Rented,Medium,10-20yrs,4,2-5yrs,6.8355464123,3,9,2,SD,Variable,Variable,Yes
27,low,Medium,5BHK-House,Owned,Low,<10yrs,6,1-2yrs,9.8666921416,1,4,3,Others,Fixed,Fixed,No
34,medium,Large,2BHK-Apt,Rented,High,20-30yrs,3,>5yrs,2.3151192338,1,2,0,DD,Variable,Variable,Yes
34,High,Medium,2BHK-Apt,Owned,Medium,>30yrs,9,>5yrs,7.331882733,1,5,0,PPM,Fixed,Fixed,No
34,medium,Medium,3BHK-Apt,Owned,Low,>30yrs,2,1-2yrs,0.5086478861,2,4,0,PPM,Fixed,Fixed,Yes
31,medium,Medium,3BHK-Apt,Owned,Medium,20-30yrs,8,1-2yrs,2.5545972108,0,10,1,DD,Fixed,Fixed,No
39,High,Large,3BHK-Apt,Rented,Medium,<10yrs,1,>5yrs,1.9199248685,1,2,1,DD,Variable,Variable,No
48,low,Medium,5BHK-House,Owned,Low,10-20yrs,5,2-5yrs,6.3675869232,0,0,0,PPM,Fixed,Fixed,No
51,low,Medium,5BHK-House,Owned,Medium,>30yrs,1,<1yr,1.8997945259,1,9,2,SD,Fixed,Fixed,No
47,low,Small,1BHK-Apt,Owned,Low,10-20yrs,2,2-5yrs,3.7116338682,3,3,0,Others,Fixed,Fixed,Yes
28,medium,Small,Mansion,Owned,High,10-20yrs,1,2-5yrs,0.083981765,3,7,3,SD,Fixed,Fixed,No
37,High,Medium,5BHK-House,Owned,High,10-20yrs,2,1-2yrs,1.9431928519,0,5,2,SD,Variable,Variable,No
49,medium,Medium,5BHK-House,Owned,Medium,20-30yrs,1,1-2yrs,0.8552389381,0,0,0,SD,Fixed,Fixed,No
33,High,Large,3BHK-Apt,Rented,Medium,10-20yrs,3,2-5yrs,3.8431098622,0,4,2,DD,Variable,Variable,Yes
36,medium,Medium,3BHK-Apt,Rented,Low,>30yrs,1,>5yrs,14.128074491,1,1,0,Others,Fixed,Fixed,No
40,High,Medium,3BHK-Apt,Owned,Low,<10yrs,4,2-5yrs,5.6343986878,0,10,9,DD,Fixed,Fixed,No
30,medium,Small,1BHK-Apt,Owned,Low,>30yrs,8,2-5yrs,5.5957041841,0,5,3,PPM,Variable,Variable,No
31,medium,Large,3BHK-Apt,Owned,Low,20-30yrs,2,>10yrs,1.3160814997,2,6,5,SD,Fixed,Fixed,Yes
32,low,Medium,2BHK-Apt,Rented,Medium,10-20yrs,2,1-2yrs,4.3019723665,2,8,5,SD,Variable,Variable,No
28,High,Large,Mansion,Owned,Low,>30yrs,6,2-5yrs,1.3795843781,0,10,6,PPM,Fixed,Fixed,No
41,low,Small,2BHK-Apt,Owned,High,10-20yrs,5,>5yrs,2.8325335901,4,3,0,SD,Fixed,Fixed,No
41,medium,Small,2BHK-Apt,Owned,Medium,<10yrs,3,2-5yrs,7.1594707817,1,2,1,PPM,Variable,Variable,No
48,medium,Small,1BHK-Apt,Owned,Medium,20-30yrs,4,<1yr,0.306644783,0,1,0,DD,Variable,Variable,No
41,low,Large,2BHK-Apt,Owned,Low,10-20yrs,3,1-2yrs,4.4625504807,4,8,6,PPM,Fixed,Fixed,No
46,low,Large,3BHK-Apt,Owned,Low,10-20yrs,5,2-5yrs,4.4058566359,0,0,1,PPM,Variable,Variable,No
43,medium,Small,5BHK-House,Owned,High,10-20yrs,4,>5yrs,3.4622853134,2,2,0,PPM,Fixed,Fixed,No
68,High,Small,3BHK-Apt,Owned,Medium,20-30yrs,2,<1yr,3.8463337148,2,0,0,PPM,Variable,Variable,Yes
35,medium,Small,5BHK-House,Owned,High,20-30yrs,4,>10yrs,3.1943318206,0,9,5,Others,Variable,Variable,No
34,High,Small,2BHK-Apt,Rented,Medium,20-30yrs,6,2-5yrs,5.1083833096,0,3,0,PPM,Variable,Variable,Yes
42,low,Large,5BHK-House,Rented,High,10-20yrs,1,2-5yrs,3.3000032005,0,3,1,Others,Fixed,Fixed,No
42,medium,Medium,3BHK-Apt,Owned,Medium,10-20yrs,3,1-2yrs,11.7459534923,1,4,3,Others,Variable,Variable,No
32,High,Small,3BHK-Apt,Owned,Low,>30yrs,2,<1yr,4.0815887884,0,5,0,SD,Fixed,Fixed,No
34,High,Medium,3BHK-Apt,Rented,Low,10-20yrs,6,1-2yrs,0.6150722399,1,5,0,Others,Fixed,Fixed,Yes
31,medium,Large,1BHK-Apt,Rented,Low,20-30yrs,4,<1yr,13.5288598712,0,9,8,SD,Variable,Variable,No
41,medium,Small,2BHK-Apt,Rented,Medium,>30yrs,3,2-5yrs,3.8460966054,0,5,0,PPM,Fixed,Fixed,No
43,medium,Medium,5BHK-House,Rented,Low,20-30yrs,5,1-2yrs,11.1003608917,0,3,1,DD,Variable,Variable,No
46,low,Medium,3BHK-Apt,Owned,Low,20-30yrs,1,2-5yrs,3.3218291284,2,2,1,DD,Variable,Variable,No
30,medium,Large,2BHK-Apt,Rented,Low,20-30yrs,4,2-5yrs,7.4842613436,1,5,2,Others,Variable,Variable,No
39,low,Large,2BHK-Apt,Owned,Medium,20-30yrs,2,>10yrs,1.5022652473,1,1,0,Others,Variable,Variable,No
33,low,Large,5BHK-House,Owned,Medium,20-30yrs,1,2-5yrs,7.5040599997,1,10,7,DD,Variable,Variable,No
36,High,Medium,2BHK-Apt,Rented,High,10-20yrs,2,1-2yrs,3.0248077531,2,1,0,Others,Variable,Variable,No
34,High,Medium,1BHK-Apt,Owned,Low,<10yrs,4,1-2yrs,11.8241271905,1,6,0,SD,Fixed,Fixed,No
42,High,Small,3BHK-Apt,Rented,High,10-20yrs,4,>5yrs,3.5190665998,3,0,0,DD,Fixed,Fixed,No
41,High,Large,3BHK-Apt,Owned,Medium,20-30yrs,7,>5yrs,8.2676450854,3,10,6,PPM,Fixed,Fixed,Yes
37,High,Medium,Mansion,Owned,Medium,20-30yrs,2,2-5yrs,1.2534895601,4,10,3,SD,Variable,Variable,No
50,High,Medium,1BHK-Apt,Owned,Low,20-30yrs,8,2-5yrs,11.1464146605,2,7,2,Others,Fixed,Fixed,No
35,low,Medium,3BHK-Apt,Rented,High,<10yrs,10,<1yr,1.3914794639,0,9,1,SD,Variable,Variable,No
56,medium,Small,3BHK-Apt,Owned,High,10-20yrs,4,2-5yrs,3.2555272813,1,2,0,DD,Variable,Variable,No
36,low,Large,1BHK-Apt,Rented,High,20-30yrs,1,>5yrs,3.3986640877,0,0,0,Others,Fixed,Fixed,Yes
45,low,Medium,2BHK-Apt,Rented,Medium,10-20yrs,1,<1yr,7.1758464327,1,3,2,PPM,Variable,Variable,No
39,medium,Medium,2BHK-Apt,Owned,Medium,10-20yrs,4,2-5yrs,1.6508051625,2,4,2,PPM,Variable,Variable,Yes
43,medium,Medium,3BHK-Apt,Rented,Low,20-30yrs,1,<1yr,4.1721642015,1,6,1,Others,Variable,Variable,No
63,low,Medium,2BHK-Apt,Owned,High,10-20yrs,3,1-2yrs,3.2409192694,1,10,1,PPM,Fixed,Fixed,No
28,low,Small,3BHK-Apt,Rented,Low,20-30yrs,1,>5yrs,6.9679521086,1,10,0,PPM,Fixed,Fixed,No
50,High,Large,3BHK-Apt,Owned,Medium,20-30yrs,8,1-2yrs,2.5003907161,4,4,3,SD,Fixed,Fixed,No
44,High,Small,3BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,4.6744082999,3,6,3,Others,Variable,Variable,No
48,medium,Small,2BHK-Apt,Owned,High,10-20yrs,2,2-5yrs,5.8474336856,3,6,3,Others,Variable,Variable,Yes
32,low,Large,Mansion,Rented,High,<10yrs,7,>5yrs,5.3593437965,4,7,2,PPM,Fixed,Fixed,No
36,High,Medium,2BHK-Apt,Owned,Medium,20-30yrs,5,1-2yrs,1.4605009538,2,7,3,DD,Variable,Variable,No
45,medium,Small,2BHK-Apt,Rented,Low,>30yrs,1,1-2yrs,4.1096342401,1,9,5,DD,Variable,Variable,No
24,High,Small,3BHK-Apt,Rented,High,20-30yrs,4,>5yrs,7.7851825986,1,10,3,PPM,Variable,Variable,No
52,High,Small,5BHK-House,Owned,Medium,20-30yrs,1,1-2yrs,7.0323070996,1,4,1,Others,Variable,Variable,No
49,medium,Medium,1BHK-Apt,Owned,Low,20-30yrs,4,<1yr,1.413509913,3,5,2,SD,Variable,Variable,No
41,High,Medium,Mansion,Owned,Low,>30yrs,2,2-5yrs,12.8551071562,1,2,1,SD,Fixed,Fixed,Yes
38,medium,Medium,3BHK-Apt,Rented,Medium,20-30yrs,4,1-2yrs,7.5632649145,3,8,6,DD,Variable,Variable,No
26,High,Small,3BHK-Apt,Owned,Low,<10yrs,2,1-2yrs,2.6522821107,2,10,4,Others,Fixed,Fixed,No
50,medium,Small,1BHK-Apt,Rented,Medium,20-30yrs,5,2-5yrs,2.4364779488,0,8,7,DD,Variable,Variable,No
40,low,Medium,3BHK-Apt,Rented,Medium,20-30yrs,3,2-5yrs,4.3183467652,0,6,0,SD,Fixed,Fixed,No
32,High,Medium,2BHK-Apt,Owned,Low,>30yrs,2,2-5yrs,2.6642579704,1,9,1,PPM,Variable,Variable,No
35,low,Large,2BHK-Apt,Owned,Medium,20-30yrs,1,1-2yrs,7.6267412469,2,2,0,Others,Variable,Variable,No
33,High,Medium,1BHK-Apt,Owned,High,10-20yrs,5,2-5yrs,2.0304334263,3,3,1,DD,Variable,Variable,No
35,High,Medium,1BHK-Apt,Owned,Low,10-20yrs,3,2-5yrs,5.7771869047,0,2,1,Others,Variable,Variable,No
37,low,Medium,5BHK-House,Owned,Medium,<10yrs,5,<1yr,6.3714283953,1,8,4,SD,Fixed,Fixed,No
31,High,Medium,Mansion,Rented,Low,20-30yrs,5,2-5yrs,4.2131565531,3,7,2,DD,Fixed,Fixed,No
24,medium,Small,3BHK-Apt,Rented,Low,10-20yrs,4,>5yrs,13.2709731188,0,5,1,DD,Variable,Variable,No
38,High,Medium,Mansion,Rented,High,20-30yrs,8,2-5yrs,1.63093267,1,6,5,SD,Variable,Variable,No
41,low,Small,3BHK-Apt,Owned,Low,<10yrs,2,1-2yrs,3.5622925647,0,0,0,Others,Variable,Variable,No
51,low,Large,1BHK-Apt,Rented,Medium,10-20yrs,5,1-2yrs,4.4204055105,0,5,0,SD,Fixed,Fixed,No
38,low,Small,3BHK-Apt,Rented,High,20-30yrs,2,1-2yrs,2.2234978444,0,2,0,PPM,Fixed,Fixed,No
48,medium,Medium,1BHK-Apt,Owned,High,20-30yrs,3,2-5yrs,2.916492183,3,3,0,Others,Fixed,Fixed,No
36,High,Large,1BHK-Apt,Rented,High,20-30yrs,1,1-2yrs,6.9109566852,1,2,0,SD,Fixed,Fixed,Yes
40,low,Small,Mansion,Rented,Low,10-20yrs,1,2-5yrs,3.1780422775,0,0,0,SD,Fixed,Fixed,No
38,low,Medium,3BHK-Apt,Rented,High,20-30yrs,7,1-2yrs,8.6262264774,1,8,3,PPM,Fixed,Fixed,Yes
50,low,Medium,3BHK-Apt,Rented,Low,20-30yrs,4,2-5yrs,2.0874075494,2,6,2,Others,Variable,Variable,Yes
46,low,Medium,3BHK-Apt,Rented,Low,20-30yrs,6,<1yr,5.9336688215,2,10,6,PPM,Variable,Variable,No
33,medium,Small,3BHK-Apt,Rented,Low,20-30yrs,1,>10yrs,8.0685024038,2,0,0,PPM,Variable,Variable,No
43,medium,Small,2BHK-Apt,Rented,Medium,>30yrs,1,1-2yrs,9.0012019995,1,3,0,PPM,Variable,Variable,No
49,medium,Small,2BHK-Apt,Owned,High,<10yrs,1,1-2yrs,7.4896046667,1,7,5,PPM,Variable,Variable,No
37,medium,Medium,2BHK-Apt,Rented,Low,20-30yrs,3,2-5yrs,3.9690079675,0,5,2,DD,Variable,Variable,Yes
46,medium,Large,2BHK-Apt,Owned,Medium,10-20yrs,3,>5yrs,3.0086550861,0,3,2,DD,Fixed,Fixed,No
29,medium,Medium,3BHK-Apt,Rented,Low,<10yrs,2,1-2yrs,8.9320903812,4,10,6,Others,Fixed,Fixed,No
51,low,Medium,1BHK-Apt,Owned,Low,20-30yrs,3,1-2yrs,2.2325041515,2,3,2,DD,Variable,Variable,No
48,low,Medium,2BHK-Apt,Rented,Low,10-20yrs,6,<1yr,6.1499116495,1,8,0,Others,Variable,Variable,No
43,medium,Large,Mansion,Owned,Low,10-20yrs,2,>5yrs,8.9043631379,2,6,5,SD,Fixed,Fixed,No
34,High,Medium,3BHK-Apt,Rented,Medium,10-20yrs,7,2-5yrs,7.0655964659,4,5,1,DD,Variable,Variable,No
35,High,Medium,2BHK-Apt,Rented,Medium,10-20yrs,2,1-2yrs,0.1524273157,4,4,0,Others,Variable,Variable,No
39,low,Large,3BHK-Apt,Owned,High,10-20yrs,5,2-5yrs,3.3025040193,3,0,0,DD,Fixed,Fixed,No
53,low,Medium,2BHK-Apt,Owned,High,10-20yrs,2,<1yr,4.8991594845,0,4,2,DD,Fixed,Fixed,No
46,medium,Small,1BHK-Apt,Rented,High,<10yrs,8,>5yrs,3.9381698777,0,3,1,DD,Variable,Variable,No
43,High,Medium,2BHK-Apt,Rented,Medium,20-30yrs,2,2-5yrs,5.0600248316,0,9,1,DD,Variable,Variable,No
30,low,Medium,2BHK-Apt,Owned,Medium,10-20yrs,3,2-5yrs,2.394701678,3,1,0,DD,Variable,Variable,No
50,low,Medium,2BHK-Apt,Owned,Low,20-30yrs,3,1-2yrs,2.7100576001,0,2,0,SD,Fixed,Fixed,Yes
44,High,Medium,1BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,2.3444397483,0,8,4,PPM,Fixed,Fixed,No
35,High,Small,5BHK-House,Owned,Medium,20-30yrs,7,1-2yrs,3.3696040076,1,7,1,PPM,Fixed,Fixed,No
36,High,Large,2BHK-Apt,Owned,Medium,<10yrs,4,1-2yrs,2.5333296002,4,6,4,Others,Fixed,Fixed,No
42,medium,Medium,3BHK-Apt,Owned,Low,20-30yrs,1,1-2yrs,3.0671250393,0,4,2,Others,Variable,Variable,Yes
37,low,Medium,Mansion,Rented,Medium,>30yrs,4,>5yrs,4.402834338,1,9,0,SD,Fixed,Fixed,Yes
46,High,Medium,5BHK-House,Rented,Medium,>30yrs,9,2-5yrs,4.8375447942,3,4,2,Others,Variable,Variable,No
42,low,Large,Mansion,Rented,High,10-20yrs,7,>10yrs,0.5401352117,1,0,1,SD,Fixed,Fixed,Yes
48,medium,Large,2BHK-Apt,Rented,Low,20-30yrs,8,2-5yrs,1.6191001095,0,7,5,DD,Variable,Variable,No
32,low,Medium,3BHK-Apt,Rented,Low,10-20yrs,1,2-5yrs,1.6951712227,3,5,2,DD,Variable,Variable,No
32,medium,Medium,3BHK-Apt,Owned,High,10-20yrs,3,1-2yrs,4.7988319865,0,0,0,DD,Fixed,Fixed,No
26,medium,Large,3BHK-Apt,Rented,High,20-30yrs,2,2-5yrs,5.1426641847,0,3,0,Others,Variable,Variable,Yes
48,low,Medium,3BHK-Apt,Owned,Medium,>30yrs,7,2-5yrs,3.3411343478,0,9,8,DD,Fixed,Fixed,No
40,medium,Small,3BHK-Apt,Owned,Medium,>30yrs,6,<1yr,7.0032383681,3,0,1,Others,Fixed,Fixed,No
35,High,Large,5BHK-House,Rented,Medium,20-30yrs,1,2-5yrs,4.8893381764,0,6,3,DD,Fixed,Fixed,No
40,low,Medium,3BHK-Apt,Rented,High,20-30yrs,7,2-5yrs,12.2302575723,3,5,2,Others,Fixed,Fixed,No
38,low,Large,5BHK-House,Rented,Low,10-20yrs,1,>5yrs,4.3706521001,0,1,0,Others,Variable,Variable,No
50,High,Small,2BHK-Apt,Owned,Low,10-20yrs,4,<1yr,1.3284860034,4,1,0,DD,Variable,Variable,No
34,High,Medium,3BHK-Apt,Owned,Medium,10-20yrs,1,2-5yrs,0.6246679517,4,0,1,DD,Fixed,Fixed,No
35,medium,Large,Mansion,Owned,Medium,10-20yrs,2,<1yr,5.4877442913,1,0,1,PPM,Fixed,Fixed,No
32,low,Small,3BHK-Apt,Owned,Medium,10-20yrs,7,1-2yrs,6.0306843714,0,7,6,Others,Variable,Variable,No
46,medium,Large,1BHK-Apt,Owned,Medium,>30yrs,5,<1yr,9.4757746434,0,2,1,Others,Variable,Variable,No
29,medium,Medium,5BHK-House,Rented,Low,20-30yrs,1,1-2yrs,9.4451319638,1,6,0,PPM,Fixed,Fixed,No
18,medium,Large,2BHK-Apt,Rented,Low,>30yrs,6,2-5yrs,6.5404863765,3,5,1,SD,Variable,Variable,Yes
40,medium,Small,1BHK-Apt,Owned,Low,20-30yrs,8,>10yrs,10.3139631545,0,5,1,SD,Variable,Variable,No
40,High,Medium,3BHK-Apt,Owned,High,<10yrs,2,1-2yrs,5.2403531203,3,10,2,Others,Variable,Variable,No
49,low,Medium,3BHK-Apt,Rented,Medium,20-30yrs,4,>5yrs,7.1020830269,0,5,2,PPM,Fixed,Fixed,No
32,medium,Medium,3BHK-Apt,Owned,Medium,20-30yrs,1,1-2yrs,2.8486218389,1,3,2,Others,Variable,Variable,Yes
54,medium,Medium,2BHK-Apt,Rented,Low,20-30yrs,8,1-2yrs,3.8760739063,0,1,0,Others,Fixed,Fixed,No
39,low,Large,3BHK-Apt,Rented,Medium,20-30yrs,7,2-5yrs,7.6426233884,2,6,3,PPM,Variable,Variable,Yes
39,medium,Medium,5BHK-House,Owned,Medium,10-20yrs,2,>10yrs,2.8583434692,2,10,3,Others,Variable,Variable,No
24,High,Large,2BHK-Apt,Rented,High,>30yrs,2,>10yrs,0.6619086423,1,8,0,PPM,Variable,Variable,No
49,medium,Large,2BHK-Apt,Owned,Low,10-20yrs,6,<1yr,2.1202230978,4,0,1,Others,Variable,Variable,No
